                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     51,                0.53205,                 0.3506,                 0.9821,                0.92416,                0.92097,                0.94141,                0.81544,                0.63546,                0.40033,                 1.0547,               0.005149,               0.005149,               0.005149
                     52,                0.52486,                0.34428,                0.97441,                0.94668,                0.95789,                0.97391,                0.84438,                0.60759,                 0.3974,                 1.0153,                0.00505,                0.00505,                0.00505
                     53,                0.53251,                0.34448,                0.97756,                0.88394,                0.91302,                0.89606,                0.77011,                0.67586,                 0.4499,                 1.0659,               0.004951,               0.004951,               0.004951
                     54,                0.52259,                0.33999,                0.97105,                0.93585,                0.94944,                 0.9686,                0.84113,                0.60333,                0.40188,                 1.0051,               0.004852,               0.004852,               0.004852
                     55,                 0.5272,                0.34359,                0.97511,                0.91583,                0.95282,                 0.9459,                0.81499,                0.61893,                0.41122,                 1.0143,               0.004753,               0.004753,               0.004753
                     56,                  0.539,                0.34573,                0.98241,                 0.8727,                0.88412,                0.93303,                0.81772,                0.62974,                0.42697,                 1.0502,               0.004654,               0.004654,               0.004654
                     57,                0.53051,                0.34481,                0.98255,                0.89797,                0.90815,                0.95105,                0.81378,                0.66404,                0.46345,                 1.0504,               0.004555,               0.004555,               0.004555
                     58,                0.52597,                0.33999,                0.97863,                0.94574,                0.86028,                0.94674,                0.80371,                0.68988,                0.45713,                 1.0712,               0.004456,               0.004456,               0.004456
                     59,                0.52487,                 0.3386,                0.97233,                0.94308,                0.93768,                0.95791,                0.83671,                0.58627,                0.38035,                 1.0055,               0.004357,               0.004357,               0.004357
                     60,                0.52723,                0.34139,                 0.9822,                0.98787,                0.97632,                0.97922,                0.86257,                0.56562,                0.33253,                0.99726,               0.004258,               0.004258,               0.004258
                     61,                0.51061,                0.32521,                0.97193,                0.92294,                  0.883,                0.93354,                 0.8127,                 0.6254,                0.41254,                 1.0475,               0.004159,               0.004159,               0.004159
                     62,                0.50869,                0.32918,                0.97035,                0.96243,                0.95038,                0.95918,                0.83879,                0.58261,                0.36426,                0.99016,                0.00406,                0.00406,                0.00406
                     63,                0.51304,                0.32851,                0.96936,                0.90423,                0.93762,                0.96479,                0.84503,                0.60531,                0.41293,                 1.0265,               0.003961,               0.003961,               0.003961
                     64,                0.51187,                0.33054,                0.97475,                0.93183,                0.92341,                0.96499,                0.84907,                0.58376,                0.37707,                 1.0006,               0.003862,               0.003862,               0.003862
                     65,                  0.492,                0.32136,                0.95802,                0.93115,                0.95683,                0.97259,                0.85396,                 0.5957,                0.36948,                 1.0035,               0.003763,               0.003763,               0.003763
                     66,                0.49789,                 0.3252,                0.95922,                0.97557,                0.94091,                0.97872,                0.86499,                0.55911,                0.35547,                0.97989,               0.003664,               0.003664,               0.003664
                     67,                0.48784,                0.31472,                0.95707,                0.95477,                0.95131,                0.97182,                0.85913,                0.56055,                0.34537,                0.98483,               0.003565,               0.003565,               0.003565
                     68,                  0.487,                0.31911,                0.94984,                0.93548,                0.93374,                0.96398,                0.83744,                0.58372,                0.37028,                 1.0062,               0.003466,               0.003466,               0.003466
                     69,                0.49028,                0.31897,                0.95626,                0.96997,                0.93447,                 0.9716,                0.86512,                 0.5455,                0.34591,                0.97167,               0.003367,               0.003367,               0.003367
                     70,                0.48904,                0.31442,                0.95611,                0.91099,                0.90415,                0.94377,                0.83579,                0.59472,                0.40046,                  1.013,               0.003268,               0.003268,               0.003268
                     71,                0.48191,                0.31148,                0.95396,                0.96836,                0.92736,                0.96969,                0.85244,                0.57245,                0.37589,                0.99007,               0.003169,               0.003169,               0.003169
                     72,                0.47465,                0.30556,                0.94809,                0.89602,                 0.8925,                0.90634,                0.79881,                0.63985,                0.40955,                 1.0548,                0.00307,                0.00307,                0.00307
                     73,                0.47407,                0.30348,                0.94096,                0.93352,                0.89421,                0.93052,                0.81578,                0.57208,                0.40175,                0.99741,               0.002971,               0.002971,               0.002971
                     74,                0.48381,                0.30893,                0.95228,                 0.9126,                0.94912,                0.93966,                0.82588,                0.58427,                0.37888,                 1.0111,               0.002872,               0.002872,               0.002872
                     75,                 0.4893,                0.31599,                0.96164,                0.93493,                0.91581,                0.95149,                0.83848,                0.56974,                0.38884,                 0.9952,               0.002773,               0.002773,               0.002773
                     76,                0.48641,                0.30922,                0.95492,                0.90326,                0.89912,                0.90932,                0.80186,                0.60832,                0.42826,                 1.0291,               0.002674,               0.002674,               0.002674
                     77,                0.48933,                0.31068,                0.95538,                0.88808,                0.95379,                0.95237,                0.84089,                0.57381,                0.39403,                 1.0052,               0.002575,               0.002575,               0.002575
                     78,                0.47894,                0.30048,                0.94879,                0.90012,                0.92898,                 0.9239,                0.80385,                0.60919,                0.40991,                 1.0247,               0.002476,               0.002476,               0.002476
                     79,                0.45791,                0.29128,                0.94116,                0.87882,                0.91952,                0.89123,                0.78621,                0.60922,                0.42811,                 1.0326,               0.002377,               0.002377,               0.002377
                     80,                0.46235,                0.29461,                0.94273,                0.90045,                 0.9345,                0.93007,                0.82821,                0.55917,                0.39628,                0.98785,               0.002278,               0.002278,               0.002278
                     81,                0.46156,                 0.2903,                0.93965,                0.88956,                0.93029,                0.94923,                0.84527,                 0.5705,                0.38997,                0.99437,               0.002179,               0.002179,               0.002179
                     82,                0.47597,                0.29836,                0.95151,                0.94882,                0.92175,                0.96631,                0.85432,                0.55158,                0.35662,                0.98235,                0.00208,                0.00208,                0.00208
                     83,                0.44959,                0.28679,                0.93399,                0.93236,                 0.9544,                0.96869,                0.85906,                0.55769,                0.35042,                 0.9818,               0.001981,               0.001981,               0.001981
                     84,                0.44582,                0.27751,                 0.9329,                0.92623,                0.94479,                0.96225,                 0.8488,                0.54859,                0.34179,                0.98234,               0.001882,               0.001882,               0.001882
                     85,                0.44428,                0.28086,                0.92883,                0.95382,                0.95519,                0.97737,                0.86427,                 0.5505,                0.32527,                0.97835,               0.001783,               0.001783,               0.001783
                     86,                0.44765,                 0.2818,                0.93159,                0.88903,                0.90852,                0.92747,                0.81418,                0.60898,                0.38749,                 1.0273,               0.001684,               0.001684,               0.001684
