                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                      1,                0.44966,                 0.2889,                0.92478,                0.97274,                0.95272,                0.97434,                0.87881,                0.53819,                0.33373,                0.92686,               0.067524,             0.00032804,             0.00032804
                      2,                0.43928,                 0.2767,                0.91818,                0.98516,                 0.9329,                0.96994,                0.88083,                0.52615,                0.32677,                 0.9261,               0.034517,             0.00065483,             0.00065483
                      3,                0.43439,                0.27585,                 0.9147,                0.96719,                0.91511,                0.96315,                0.87221,                0.53816,                0.35196,                0.92934,              0.0015041,             0.00097501,             0.00097501
                      4,                 0.4409,                0.28588,                0.91586,                0.99075,                0.95109,                 0.9747,                0.88115,                0.52691,                0.31661,                0.91671,              0.0009703,              0.0009703,              0.0009703
                      5,                0.43621,                0.28174,                0.91444,                 0.9866,                0.97632,                0.98082,                0.88295,                0.52362,                0.31338,                0.91378,              0.0009703,              0.0009703,              0.0009703
                      6,                 0.4393,                0.28279,                0.91842,                0.97256,                0.94127,                0.97067,                0.87796,                0.53246,                   0.33,                0.92906,              0.0009604,              0.0009604,              0.0009604
                      7,                 0.4428,                0.28163,                0.91583,                0.95596,                0.95727,                0.96962,                0.87599,                 0.5296,                0.32296,                0.93068,              0.0009505,              0.0009505,              0.0009505
                      8,                0.42878,                0.27525,                0.90936,                0.96669,                0.94052,                0.96708,                0.87902,                 0.5275,                0.33238,                0.92777,              0.0009406,              0.0009406,              0.0009406
                      9,                0.43541,                 0.2781,                0.91559,                0.97404,                0.95858,                0.97122,                 0.8808,                0.52053,                0.31641,                0.91683,              0.0009307,              0.0009307,              0.0009307
                     10,                 0.4338,                0.27999,                0.91829,                 0.9903,                0.94949,                0.97415,                0.88017,                0.52289,                0.31875,                0.91153,              0.0009208,              0.0009208,              0.0009208
