                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                      1,                0.71774,                0.47909,                 1.0592,                0.89597,                0.84887,                0.92282,                0.75405,                0.77998,                0.99015,                 1.1273,               0.070476,              0.0032804,              0.0032804
                      2,                  1.145,                0.99237,                 1.3733,                0.49537,                0.46044,                0.43635,                0.26112,                 1.3507,                 6.0893,                 1.5466,               0.040411,              0.0065483,              0.0065483
                      3,                 1.3605,                  1.356,                 1.5207,                0.40067,                 0.3177,                0.28441,                0.12151,                 2.2182,                 3.3433,                 3.1611,               0.010279,              0.0097501,              0.0097501
                      4,                 1.4548,                 1.2183,                 1.6303,                0.58656,                0.75788,                0.68427,                0.43923,                 1.4378,                 2.3361,                 2.0094,               0.009703,               0.009703,               0.009703
                      5,                  1.246,                0.99587,                 1.4453,                0.83068,                0.73853,                0.84226,                0.60749,                 1.0552,                  1.065,                 1.3375,               0.009703,               0.009703,               0.009703
                      6,                 1.0899,                0.82351,                  1.335,                 0.9619,                0.88845,                0.94764,                0.66803,                 1.0619,                0.75661,                 1.2466,               0.009604,               0.009604,               0.009604
                      7,                 1.0429,                0.68968,                 1.3059,                0.90283,                0.88942,                0.92984,                0.69589,                0.91298,                0.75916,                 1.2084,               0.009505,               0.009505,               0.009505
                      8,                0.95525,                 0.6731,                 1.2314,                0.88799,                0.86313,                 0.8968,                0.66932,                0.91926,                  1.024,                 1.2369,               0.009406,               0.009406,               0.009406
                      9,                0.93796,                0.65494,                 1.2195,                0.93458,                  0.815,                0.90507,                0.63672,                 1.1638,                0.80645,                 1.3536,               0.009307,               0.009307,               0.009307
                     10,                 0.9153,                0.63842,                 1.2093,                0.91515,                0.71892,                0.82878,                0.61923,                0.99527,                 1.0386,                 1.3243,               0.009208,               0.009208,               0.009208
                     11,                0.85531,                 0.5916,                 1.1686,                0.95043,                0.88109,                0.94219,                0.75114,                0.80068,                0.62766,                 1.0919,               0.009109,               0.009109,               0.009109
                     12,                0.83959,                  0.572,                 1.1603,                 0.9627,                0.90254,                0.95601,                0.76521,                 0.8235,                0.60592,                 1.2277,                0.00901,                0.00901,                0.00901
                     13,                0.82696,                0.56667,                 1.1594,                0.91725,                0.87305,                0.95278,                0.78161,                0.76243,                0.60663,                 1.1068,               0.008911,               0.008911,               0.008911
                     14,                0.78635,                0.54038,                 1.1302,                0.95966,                  0.882,                0.94339,                0.78315,                0.72823,                0.54104,                 1.0563,               0.008812,               0.008812,               0.008812
                     15,                0.76868,                 0.5175,                 1.1125,                0.78247,                0.76205,                0.84564,                0.67097,                0.82718,                0.86143,                 1.1432,               0.008713,               0.008713,               0.008713
                     16,                0.78171,                0.52212,                 1.1199,                0.90938,                0.85991,                0.92793,                0.72041,                0.89623,                 0.6641,                  1.174,               0.008614,               0.008614,               0.008614
                     17,                0.75224,                0.49443,                 1.1018,                 0.9184,                0.83645,                0.93624,                 0.7649,                0.75286,                0.63557,                 1.0991,               0.008515,               0.008515,               0.008515
                     18,                0.75363,                 0.4884,                 1.1019,                0.94572,                0.90464,                0.94967,                0.80125,                0.67421,                0.51531,                 1.0292,               0.008416,               0.008416,               0.008416
                     19,                0.74109,                0.50314,                 1.1051,                0.87589,                0.80226,                0.90813,                0.73609,                0.78745,                0.75103,                 1.1023,               0.008317,               0.008317,               0.008317
                     20,                0.70587,                0.46632,                 1.0659,                0.94681,                0.85666,                0.94772,                0.79036,                0.70211,                0.56866,                  1.068,               0.008218,               0.008218,               0.008218
                     21,                0.72735,                0.49285,                 1.0906,                0.94722,                0.94277,                0.96931,                0.82411,                0.66132,                 0.4859,                 1.0351,               0.008119,               0.008119,               0.008119
                     22,                0.71109,                0.47145,                 1.0779,                0.90552,                 0.9124,                0.94156,                0.80866,                0.63627,                0.51999,                 1.0126,                0.00802,                0.00802,                0.00802
                     23,                0.67385,                0.45259,                 1.0576,                 0.9595,                0.87352,                0.95377,                0.79476,                0.70275,                0.54514,                 1.0518,               0.007921,               0.007921,               0.007921
                     24,                0.67556,                0.44523,                 1.0534,                0.93874,                0.84021,                0.89415,                0.73632,                0.80813,                 0.6737,                 1.1069,               0.007822,               0.007822,               0.007822
                     25,                0.68197,                0.45377,                 1.0582,                0.96093,                0.86176,                0.94793,                0.78902,                0.72978,                0.54248,                 1.0356,               0.007723,               0.007723,               0.007723
                     26,                0.68794,                 0.4444,                 1.0618,                 0.9461,                0.90361,                0.95872,                0.81203,                0.67163,                0.49475,                 1.0344,               0.007624,               0.007624,               0.007624
                     27,                0.67362,                0.44929,                 1.0558,                0.96386,                0.85984,                0.94351,                0.80446,                0.61912,                0.53795,                 1.0135,               0.007525,               0.007525,               0.007525
                     28,                0.65741,                0.42203,                 1.0393,                0.96035,                0.87732,                0.93476,                0.79516,                0.64659,                0.52183,                 1.0048,               0.007426,               0.007426,               0.007426
                     29,                0.65693,                0.43968,                 1.0454,                0.89034,                  0.801,                 0.8918,                0.76392,                0.72346,                0.60063,                 1.0623,               0.007327,               0.007327,               0.007327
                     30,                0.64018,                 0.4253,                 1.0403,                0.91256,                0.83168,                0.91434,                0.77239,                0.71849,                0.58689,                 1.0719,               0.007228,               0.007228,               0.007228
                     31,                0.64566,                 0.4228,                 1.0339,                0.91739,                0.81651,                 0.8803,                0.76472,                0.69234,                 0.6596,                  1.072,               0.007129,               0.007129,               0.007129
                     32,                0.63552,                0.42215,                 1.0339,                0.94834,                0.94072,                0.96607,                0.81477,                0.67215,                0.44412,                 1.0471,                0.00703,                0.00703,                0.00703
                     33,                0.62305,                0.40307,                  1.028,                0.97461,                0.93152,                0.97367,                0.85128,                0.56839,                 0.4108,                0.97276,               0.006931,               0.006931,               0.006931
                     34,                0.62806,                0.42415,                 1.0288,                0.94788,                0.92724,                0.95528,                0.82172,                0.60876,                0.45762,                0.97919,               0.006832,               0.006832,               0.006832
                     35,                0.60451,                0.39851,                 1.0156,                0.93914,                0.87706,                0.93699,                0.81117,                0.62669,                 0.4839,                 1.0171,               0.006733,               0.006733,               0.006733
                     36,                0.62454,                0.41221,                 1.0272,                0.97821,                0.92531,                0.95902,                0.83484,                0.59364,                0.43553,                0.98038,               0.006634,               0.006634,               0.006634
                     37,                0.60239,                0.39137,                  1.017,                0.95927,                0.92472,                0.96892,                0.83645,                0.62128,                0.43421,                0.99159,               0.006535,               0.006535,               0.006535
                     38,                0.59818,                0.39182,                 1.0065,                0.97922,                0.92052,                 0.9715,                0.83551,                0.63657,                0.41705,                 1.0067,               0.006436,               0.006436,               0.006436
                     39,                0.59129,                0.39088,                 1.0111,                0.97511,                0.95654,                0.97493,                0.85069,                0.58923,                0.39161,                0.97879,               0.006337,               0.006337,               0.006337
                     40,                0.57806,                0.37815,                 1.0005,                0.94038,                0.90575,                0.92146,                0.80415,                0.65075,                0.49377,                 1.0304,               0.006238,               0.006238,               0.006238
                     41,                 0.5821,                0.38992,                 1.0034,                0.93811,                0.95209,                0.97247,                 0.8384,                0.61326,                0.42223,                 0.9973,               0.006139,               0.006139,               0.006139
                     42,                0.57325,                0.37874,                  0.994,                0.96338,                0.96628,                0.97304,                0.84484,                0.59179,                0.39243,                0.97817,                0.00604,                0.00604,                0.00604
                     43,                0.57814,                0.38165,                0.99911,                0.91878,                 0.9279,                0.95008,                0.82387,                0.58939,                0.46503,                0.98395,               0.005941,               0.005941,               0.005941
                     44,                0.58478,                0.37648,                  1.001,                0.90061,                0.90378,                0.93395,                0.80318,                0.67165,                0.48008,                 1.0278,               0.005842,               0.005842,               0.005842
                     45,                0.59463,                0.39247,                 1.0103,                0.98484,                0.95887,                0.97861,                0.85932,                0.56829,                0.38375,                0.96982,               0.005743,               0.005743,               0.005743
                     46,                0.56626,                 0.3669,                 1.0017,                0.92945,                0.90819,                0.95987,                0.82948,                0.60897,                0.43252,                0.98846,               0.005644,               0.005644,               0.005644
