                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                      1,                0.46849,                0.30714,                0.92796,                0.94231,                0.92434,                0.95317,                0.84987,                0.57546,                0.38617,                0.95871,               0.070476,              0.0032804,              0.0032804
                      2,                 0.5249,                0.35082,                0.93882,                 0.9631,                0.93917,                0.96823,                0.85309,                0.58362,                 0.4098,                0.95517,               0.040411,              0.0065483,              0.0065483
                      3,                0.57787,                0.38683,                0.96322,                0.97745,                0.91075,                0.95289,                0.78148,                0.74235,                0.54784,                 1.0398,               0.010279,              0.0097501,              0.0097501
                      4,                0.59276,                 0.3996,                0.97588,                0.96922,                0.96159,                0.97198,                0.83393,                 0.6271,                0.43522,                0.97034,               0.009703,               0.009703,               0.009703
                      5,                0.58656,                0.37942,                0.97103,                0.97431,                0.93793,                0.96565,                0.83872,                0.65233,                 0.4257,                 1.0059,               0.009703,               0.009703,               0.009703
                      6,                0.57553,                0.38401,                0.97051,                0.97532,                0.94469,                0.97047,                0.84183,                0.62517,                0.45821,                 1.0016,               0.009604,               0.009604,               0.009604
                      7,                0.57546,                0.36659,                0.96665,                 0.9489,                0.92064,                0.95339,                0.84059,                0.58647,                0.39671,                0.97303,               0.009505,               0.009505,               0.009505
                      8,                0.55508,                0.36158,                0.95837,                0.95615,                0.93706,                0.96482,                0.82329,                 0.6651,                0.42533,                 1.0092,               0.009406,               0.009406,               0.009406
                      9,                0.55401,                0.37198,                0.96196,                0.96224,                0.94853,                0.96964,                0.85399,                0.57115,                0.39599,                0.94968,               0.009307,               0.009307,               0.009307
                     10,                 0.5462,                 0.3547,                0.96319,                0.95612,                 0.9274,                0.95725,                0.84785,                0.58396,                0.39545,                0.96154,               0.009208,               0.009208,               0.009208
                     11,                0.53813,                0.35425,                 0.9579,                0.98492,                0.94456,                0.96712,                 0.8325,                0.64752,                0.37625,                0.97607,               0.009109,               0.009109,               0.009109
                     12,                0.54025,                0.34887,                0.95231,                0.94808,                 0.9381,                   0.96,                0.84316,                0.59981,                 0.4071,                0.96481,                0.00901,                0.00901,                0.00901
                     13,                0.53601,                0.35059,                0.95128,                0.96992,                0.94245,                0.96868,                0.85224,                0.56938,                0.37723,                0.94706,               0.008911,               0.008911,               0.008911
                     14,                0.52695,                0.33884,                0.94829,                0.98225,                 0.9463,                0.97193,                0.84003,                0.63161,                 0.3842,                0.97061,               0.008812,               0.008812,               0.008812
                     15,                0.52334,                0.34175,                0.94778,                0.96457,                0.94208,                0.96447,                0.84771,                0.61843,                0.39725,                0.98013,               0.008713,               0.008713,               0.008713
                     16,                0.51498,                0.33336,                0.94134,                0.96382,                0.94646,                0.96364,                0.83734,                0.62636,                0.37644,                 0.9769,               0.008614,               0.008614,               0.008614
                     17,                 0.5209,                0.33717,                0.93986,                0.94111,                0.93176,                0.95979,                0.84827,                0.60337,                0.38979,                0.97965,               0.008515,               0.008515,               0.008515
                     18,                0.52104,                0.34431,                0.94693,                0.95264,                0.92137,                0.95973,                0.84272,                0.60741,                0.39596,                 0.9721,               0.008416,               0.008416,               0.008416
                     19,                0.51617,                0.34763,                0.94904,                0.96102,                0.92841,                0.96928,                0.85615,                0.58135,                0.39928,                0.96716,               0.008317,               0.008317,               0.008317
                     20,                0.51134,                0.32333,                0.93892,                0.96818,                0.94605,                0.97132,                0.85884,                0.57386,                 0.3692,                0.94905,               0.008218,               0.008218,               0.008218
                     21,                0.51268,                0.33417,                0.94035,                0.97842,                0.94787,                0.96478,                 0.8433,                0.59581,                0.39057,                0.95503,               0.008119,               0.008119,               0.008119
                     22,                0.50873,                0.33178,                0.93665,                0.94638,                0.94664,                0.96679,                 0.8501,                0.58821,                0.36407,                0.95284,                0.00802,                0.00802,                0.00802
                     23,                0.49051,                0.32275,                0.93088,                0.96619,                0.95194,                0.97092,                0.86168,                0.59179,                0.39437,                0.96432,               0.007921,               0.007921,               0.007921
                     24,                0.49145,                 0.3166,                 0.9257,                0.95414,                0.95048,                0.96743,                0.85583,                0.56985,                0.35105,                 0.9536,               0.007822,               0.007822,               0.007822
                     25,                0.50439,                 0.3219,                0.93653,                0.98677,                0.96151,                0.97375,                0.86302,                 0.5723,                0.34518,                 0.9464,               0.007723,               0.007723,               0.007723
                     26,                0.49775,                0.32166,                0.93437,                0.96827,                0.95342,                0.97151,                0.86334,                0.55793,                0.35102,                 0.9415,               0.007624,               0.007624,               0.007624
                     27,                0.49471,                0.32123,                 0.9361,                0.93638,                0.91882,                0.95601,                0.84258,                0.58706,                 0.3934,                 0.9693,               0.007525,               0.007525,               0.007525
                     28,                 0.4847,                0.31795,                0.92677,                  0.967,                0.95004,                 0.9707,                0.85503,                0.55755,                0.36158,                0.94277,               0.007426,               0.007426,               0.007426
                     29,                0.49001,                0.31623,                0.92889,                0.97443,                0.93739,                0.96922,                0.86287,                0.57154,                0.35506,                 0.9508,               0.007327,               0.007327,               0.007327
                     30,                0.48831,                0.31381,                0.92914,                0.97319,                0.91464,                0.96586,                0.86244,                0.56983,                0.36168,                0.94469,               0.007228,               0.007228,               0.007228
                     31,                 0.4843,                0.31803,                0.92445,                0.98597,                 0.9509,                0.97051,                0.85109,                0.58498,                0.37245,                0.95243,               0.007129,               0.007129,               0.007129
                     32,                0.48335,                0.31403,                0.92745,                 0.9352,                0.93079,                0.96043,                0.85885,                0.54729,                0.36957,                0.94844,                0.00703,                0.00703,                0.00703
                     33,                0.47542,                0.30418,                0.92525,                 0.9367,                 0.9451,                0.96464,                0.85791,                0.56354,                0.35573,                0.95468,               0.006931,               0.006931,               0.006931
                     34,                0.47795,                0.31243,                0.92946,                0.96568,                0.93874,                0.96526,                0.86006,                0.56732,                0.35711,                0.95328,               0.006832,               0.006832,               0.006832
                     35,                0.46548,                0.30467,                0.92273,                0.98264,                0.92878,                0.95684,                0.85306,                0.56857,                0.38447,                0.95519,               0.006733,               0.006733,               0.006733
                     36,                0.47625,                0.30534,                0.92221,                0.96343,                 0.9255,                0.96688,                0.86596,                0.55651,                0.36624,                0.95141,               0.006634,               0.006634,               0.006634
                     37,                0.46759,                0.30611,                 0.9194,                0.96306,                0.95266,                0.97292,                0.87521,                0.53716,                0.34262,                0.92965,               0.006535,               0.006535,               0.006535
